Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Recidivism Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population
2011,2014,White - Hispanic,M,Under 25,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,25-34,D Felony,Drug,Other Drug,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,35-44,D Felony,Drug,Other Drug,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,45-54,D Felony,Drug,Other Drug,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,Under 25,D Felony,Drug,Other Drug,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,35-44,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,Under 25,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,C Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Drug,Other Drug,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Drug,Other Drug,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,C Felony,Drug,Other Drug,Parole,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,C Felony,Drug,Other Drug,Parole,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Drug,Other Drug,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Drug,Other Drug,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,American Indian or Alaska Native - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,Black - ,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,25-34,D Felony,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,55 and Older,Aggravated Misdemeanor,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,F,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,B Felony,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,B Felony,Other,Other Criminal,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,B Felony,Other,Other Criminal,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Other,Other Criminal,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,45-54,D Felony,Other,Other Criminal,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,N/A - ,M,25-34,D Felony,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,25-34,B Felony,Other,Other Criminal,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,55 and Older,D Felony,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,D Felony,Other,Other Criminal,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,B Felony,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,B Felony,Other,Other Criminal,Parole,4JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,B Felony,Other,Other Criminal,Parole,Interstate Compact,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,45-54,B Felony,Other,Other Criminal,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Other,Other Criminal,Parole,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,B Felony,Other,Other Criminal,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Other,Other Criminal,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,55 and Older,B Felony,Other,Other Criminal,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,55 and Older,B Felony,Other,Other Criminal,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,55 and Older,B Felony,Other,Other Criminal,Parole,Interstate Compact,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,Interstate Compact,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,3JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,B Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,B Felony,Violent,Murder/Manslaughter,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Violent,Murder/Manslaughter,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Violent,Murder/Manslaughter,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,35-44,B Felony,Violent,Murder/Manslaughter,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Hispanic,F,Under 25,D Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,25-34,C Felony,Violent,Murder/Manslaughter,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Hispanic,M,25-34,C Felony,Violent,Murder/Manslaughter,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,35-44,C Felony,Violent,Murder/Manslaughter,Parole,,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,35-44,D Felony,Violent,Murder/Manslaughter,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,B Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,B Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,55 and Older,D Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,D Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,F,25-34,C Felony,Violent,Murder/Manslaughter,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,C Felony,Violent,Murder/Manslaughter,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,25-34,D Felony,Violent,Murder/Manslaughter,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,B Felony,Violent,Murder/Manslaughter,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,35-44,C Felony,Violent,Murder/Manslaughter,Parole,8JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,45-54,C Felony,Violent,Murder/Manslaughter,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,F,45-54,B Felony,Violent,Murder/Manslaughter,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Violent,Murder/Manslaughter,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,C Felony,Violent,Murder/Manslaughter,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,C Felony,Violent,Murder/Manslaughter,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Violent,Murder/Manslaughter,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Violent,Murder/Manslaughter,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,B Felony,Violent,Murder/Manslaughter,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,B Felony,Violent,Murder/Manslaughter,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Violent,Murder/Manslaughter,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Violent,Murder/Manslaughter,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,25-34,D Felony,Violent,Murder/Manslaughter,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,C Felony,Violent,Murder/Manslaughter,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,C Felony,Violent,Murder/Manslaughter,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,D Felony,Violent,Murder/Manslaughter,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,35-44,C Felony,Violent,Murder/Manslaughter,Parole,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,45-54,C Felony,Violent,Murder/Manslaughter,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,D Felony,Violent,Murder/Manslaughter,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,C Felony,Violent,Murder/Manslaughter,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,C Felony,Violent,Murder/Manslaughter,Parole,2JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,Under 25,D Felony,Violent,Murder/Manslaughter,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,55 and Older,C Felony,Violent,Kidnap,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Hispanic,M,25-34,D Felony,Violent,Kidnap,Parole,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Violent,Kidnap,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Violent,Kidnap,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,55 and Older,Aggravated Misdemeanor,Violent,Kidnap,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,55 and Older,C Felony,Violent,Kidnap,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,35-44,B Felony,Violent,Kidnap,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,C Felony,Violent,Kidnap,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,C Felony,Violent,Kidnap,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,White - Non-Hispanic,M,45-54,C Felony,Violent,Kidnap,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Non-Hispanic,M,Under 25,C Felony,Violent,Kidnap,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,American Indian or Alaska Native - Non-Hispanic,M,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,American Indian or Alaska Native - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,,No,No Recidivism,,,,,No
2011,2014,American Indian or Alaska Native - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Parole,,No,No Recidivism,,,,,No
2011,2014,American Indian or Alaska Native - Non-Hispanic,F,Under 25,D Felony,Property,Forgery/Fraud,Parole,3JD,No,No Recidivism,,,,,Yes
2011,2014,Asian or Pacific Islander - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,6JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Hispanic,F,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,F,25-34,C Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,F,45-54,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Parole,7JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,Black - Non-Hispanic,M,55 and Older,D Felony,Property,Forgery/Fraud,Parole,1JD,No,No Recidivism,,,,,Yes
2011,2014,Black - Non-Hispanic,M,55 and Older,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,M,55 and Older,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No Recidivism,,,,,No
2011,2014,White - Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,No,No Recidivism,,,,,Yes
